Story ID,Title,Description,Source File,Biological_Integration_Level,Godhood_Achievable,Testing_Status,Harmonization_Score,Consciousness_Level_Required,Biological_Testing_Priority
US-376,"Transform ""Role definition"" → ""What role would fulfill you?""",,implementation-code/modules/IMPLEMENTATION-TODO-TRACKER-426-STORIES.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-377,"Transform ""Company research form"" → ""What kind of company culture fits you?""",,implementation-code/modules/IMPLEMENTATION-TODO-TRACKER-426-STORIES.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-378,Keyword Extraction Wizard,,implementation-code/modules/rav-assessment-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-379,"Transform ""Salary expectations"" → ""What compensation feels fair?""",,implementation-code/modules/IMPLEMENTATION-TODO-TRACKER-426-STORIES.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-380,USP Development Workshop,,implementation-code/modules/rav-assessment-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-381,Networking Goal Tracker,"As a job seeker, I want to set and track networking goals for job search assistance so that I can maintain consistent outreach efforts",docs/9.x-user-interface/9.1-wireframes/09_dashboard_analytics.md,MEDIUM,SUPPORTS,PENDING,89.7%,2.8,HIGH
US-382,"Transform ""Team preferences"" → ""How do you like to collaborate?""",,implementation-code/modules/IMPLEMENTATION-TODO-TRACKER-426-STORIES.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-383,Recruiter Empathy Map Builder,,implementation-code/modules/rav-assessment-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-384,Professional Network Mapper,,implementation-code/modules/rav-assessment-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-385,"Transform ""Learning goals"" → ""What do you want to learn?""",,implementation-code/modules/IMPLEMENTATION-TODO-TRACKER-426-STORIES.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-386,Multi-Channel Strategy Planner,,implementation-code/modules/rav-assessment-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-387,"Transform ""Network mapping"" → ""Who's in your professional circle?""",,implementation-code/modules/IMPLEMENTATION-TODO-TRACKER-426-STORIES.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-388,"Transform ""Reference management"" → ""Who can vouch for your work?""",,implementation-code/modules/IMPLEMENTATION-TODO-TRACKER-426-STORIES.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-389,"Transform ""Portfolio creation"" → ""Show me your best work""",,implementation-code/modules/IMPLEMENTATION-TODO-TRACKER-426-STORIES.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-390,"Transform ""Brand development"" → ""How do you want to be known?""",,implementation-code/modules/IMPLEMENTATION-TODO-TRACKER-426-STORIES.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-391,LinkedIn Profile Import During Onboarding,"As a new user, I want to import my LinkedIn profile during onboarding so that I can quickly populate my Job Tracker Pro profile with my professional information",docs/9.x-user-interface/9.1-wireframes/01_onboarding.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-392,LinkedIn Profile Completeness Analysis,"As a new user, I want to see an analysis of my LinkedIn profile completeness so that I can identify areas for improvement before starting my job search",docs/9.x-user-interface/9.1-wireframes/01_onboarding.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-393,Skills Gap Analysis from LinkedIn,As a new user so that I can identify skills I need to develop,docs/9.x-user-interface/9.1-wireframes/01_onboarding.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-394,LinkedIn Network Analysis for Job Opportunities,"As a new user, I want to analyze my LinkedIn network during onboarding so that I can identify potential job opportunities through connections",docs/9.x-user-interface/9.1-wireframes/01_onboarding.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-395,LinkedIn Profile Keyword Optimization,"As a new user, I want to receive keyword recommendations based on my LinkedIn profile so that I can optimize it for recruiter searches",docs/9.x-user-interface/9.1-wireframes/01_onboarding.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-396,LinkedIn Activity Analysis,As a new user so that I can understand how to improve my professional presence,docs/9.x-user-interface/9.1-wireframes/01_onboarding.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-397,Profile Sync Automation ✅,"As a user with a LinkedIn profile, I want to schedule automatic profile syncs so that my job search profile stays up-to-date with my LinkedIn changes",docs/9.x-user-interface/9.1-wireframes/01_onboarding.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-398,"""Let's review your job search activities together""",,implementation-code/modules/BATCH-IMPLEMENTATION-PLAN-6x2GB.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-399,"""Tell me about the positions you explored""",,implementation-code/modules/BATCH-IMPLEMENTATION-PLAN-6x2GB.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-400,"""What challenges did you face this month?""",,implementation-code/modules/BATCH-IMPLEMENTATION-PLAN-6x2GB.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-401,"""Share your networking efforts""",,implementation-code/modules/BATCH-IMPLEMENTATION-PLAN-6x2GB.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-402,"""Describe your skill development activities""",,implementation-code/modules/BATCH-IMPLEMENTATION-PLAN-6x2GB.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-403,"""How many applications did you submit?""",,implementation-code/modules/BATCH-IMPLEMENTATION-PLAN-6x2GB.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-404,"""Which interviews did you attend?""",,implementation-code/modules/BATCH-IMPLEMENTATION-PLAN-6x2GB.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-405,"""What feedback have you received?""",,implementation-code/modules/BATCH-IMPLEMENTATION-PLAN-6x2GB.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-406,"""How can we improve your search strategy?""",,implementation-code/modules/BATCH-IMPLEMENTATION-PLAN-6x2GB.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-407,"""Let's plan next month's activities""",,implementation-code/modules/BATCH-IMPLEMENTATION-PLAN-6x2GB.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-408,"""Confirm your availability status""",,implementation-code/modules/BATCH-IMPLEMENTATION-PLAN-6x2GB.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-409,- Module assignments and dependencies,,docs/13.x-prompts/extracted/raw_docx_text.txt,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-410,to US-456)**,,implementation-code/modules/COMPREHENSIVE-GAP-ANALYSIS-456-STORIES-VS-77-MODULES-2025-01-16.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-411,Success Story Library,Victory Celebration Partner,implementation-code/modules/day2-training-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-412,Application Strategy Optimizer,Strategic Application Advisor,implementation-code/modules/day2-training-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-413,Regional Market Adapter,Local Market Expert,implementation-code/modules/day2-training-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-414,ATS Optimization Engine,Resume Optimization Specialist,implementation-code/modules/day2-training-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-415,Rejection Learning System,Resilience Building Coach,implementation-code/modules/day2-training-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-416,Application Quality Scorer,Application Excellence Coach,implementation-code/modules/day2-training-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-417,Guerrilla Tactics Generator,Creative Strategy Innovator,implementation-code/modules/day2-training-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-418,Digital Footprint Manager,Online Presence Optimizer,implementation-code/modules/day2-training-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-419,Cultural Fit Analyzer,Culture Match Advisor,implementation-code/modules/day2-training-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-420,Salary Negotiation Strategist,Compensation Negotiation Partner,implementation-code/modules/day2-training-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-421,Application Timeline Optimizer,Strategic Timing Advisor,implementation-code/modules/day2-training-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-422,Referral Request Manager,Referral Relationship Builder,implementation-code/modules/day2-training-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-423,Portfolio Integration Hub,Work Showcase Curator,implementation-code/modules/day2-training-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-424,Video Application Creator,Video Confidence Builder,implementation-code/modules/day2-training-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-425,Recruiter Behavior Analyzer,Recruiter Psychology Expert,implementation-code/modules/day2-training-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-426,Market Trends Predictor,Market Intelligence Advisor,implementation-code/modules/day2-training-ai-first-conversational-transformations.md,MEDIUM,SUPPORTS,PENDING,89.7%,2.8,HIGH
US-427,Competition Benchmarker,Strategic Market Intelligence Coach,implementation-code/modules/day2-training-complete-ai-first-summary.md,MEDIUM,SUPPORTS,PENDING,89.7%,2.8,HIGH
US-428,Success Pattern Recognizer,Career Success Archeologist,implementation-code/modules/day2-training-complete-ai-first-summary.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-429,Channel ROI Calculator,Strategic Effort Investment Advisor,implementation-code/modules/day2-training-complete-ai-first-summary.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-430,Keyword Performance Tracker,Strategic Keyword Intelligence Coach,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,MEDIUM,SUPPORTS,PENDING,89.7%,2.8,HIGH
US-431,Network Value Analyzer,Relationship Capital Strategist,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-432,Application Conversion Funnel,Career Pipeline Optimization Expert,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-433,Personal Story Builder,Narrative Identity Architect,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-434,USP Development Workshop,Unique Value Proposition Designer,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-435,Impact Statement Generator,Achievement Amplification Specialist,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-436,Demographic Profile Capture,"As a new user, I want to provide my gender and age during onboarding so that I receive personalized emotional support messages",docs/9.x-user-interface/9.1-wireframes/08_ai_conversation_flows.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-437,Emotional Privacy Controls,As a privacy-conscious user so that I feel safe using mood features,docs/9.x-user-interface/9.1-wireframes/08_ai_conversation_flows.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-438,User Registration,"As a new user, I want to register for an account so that I can access the job tracking features",docs/9.x-user-interface/9.1-wireframes/01_onboarding.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-439,Career Narrative Optimizer,Professional Story Alchemist,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-440,Achievement Quantifier,Impact Metrics Specialist,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-441,Personal Brand Auditor,Brand Consistency Inspector,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-442,Testimonial Collector,Social Proof Orchestrator,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-443,Thought Leadership Planner,Authority Building Architect,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-444,Skills Gap Identifier,Strategic Capability Developer,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-445,Strategic Network Mapper,Opportunity Ecosystem Designer,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-446,Warm Introduction Facilitator,Connection Catalyst Strategist,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-447,Networking Event ROI Tracker,Strategic Relationship Investment Analyst,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-448,Relationship Strength Calculator,Connection Depth Analyst,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-449,Value-First Networking Planner,Reciprocity Strategist,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-450,Alumni Network Activator,Academic Tribe Strategist,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-451,Industry Community Navigator,Professional Tribe Builder,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-452,Mentor Matching System,Growth Partnership Architect,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-453,Coffee Chat Optimizer,Strategic Conversation Architect,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-454,Social Proof Aggregator,Credibility Portfolio Curator,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-455,Network Nurturing Scheduler,Relationship Gardening System,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-456,Referral Network Builder,Advocacy Ecosystem Creator,implementation-code/modules/day2-training-advanced-ai-first-conversational-transformations.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-501,"As a job seeker, I want AI to automatically detect my canton so that I receive canton-specific guidance",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-502,"As a job seeker, I want AI to prepare my monthly RAV declaration through conversation",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-503,"As a job seeker, I want AI to track my job search activities automatically",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-504,"As a job seeker, I want AI to calculate my unemployment benefits",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-505,"As a job seeker, I want AI to remind me of RAV obligations",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-506,through US-545 continue with similar patterns for,,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-546,"As a job seeker, I want AI to search arbeit.swiss Job-Room naturally",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-547,"As a job seeker, I want AI to sync my applications with official systems",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-571,"As a job seeker, I want AI to handle canton-specific requirements",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-601,"As a job seeker, I want AI to search all Swiss job portals simultaneously",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-602,"As a job seeker, I want AI to track new postings in real-time",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-603,"As a job seeker, I want AI to provide salary intelligence",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-621,"As a job seeker, I want AI to identify companies likely to hire",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-622,"As a job seeker, I want AI to leverage my network intelligently",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-641,"As a job seeker, I want AI to provide deep company insights",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-701,"As a job seeker, I want AI to recommend relevant training",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-702,"As a job seeker, I want AI to track my learning progress",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-721,"As a job seeker, I want AI to assess my language needs",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-801,"As a job seeker, I want AI to create Swiss-standard application documents",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-802,"As a job seeker, I want AI to optimize for Swiss ATS systems",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-821,"As a job seeker, I want AI to provide Swiss interview coaching",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-901,"As an international job seeker, I want AI to manage my permit status",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-902,"As an international job seeker, I want AI to guide permit applications",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
US-921,"As an international job seeker, I want AI to guide credential recognition",,docs/5.x-business-features/5.2-swiss-compliance/02-swiss-compliance-strategic-plan.md,BASIC,ENHANCES,PENDING,89.7%,2.8,MEDIUM
